participant,signals,variables
404,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
405,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
406,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
407,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
408,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
409,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
410,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
411,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
412,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
413,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
414,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
415,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
416,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
417,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
418,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
419,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
420,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
421,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
422,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
423,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
424,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
425,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
426,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
427,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
428,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
429,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
430,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
431,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
432,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
433,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
434,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
435,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
436,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
437,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
438,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
439,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
440,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
